seed,alpha,ID_question,weight
0,0.083,32228,1.0
0,0.083,32229,1.0
0,0.083,32230,1.0
0,0.083,32231,1.0
0,0.083,32232,1.0
0,0.083,32233,1.0
0,0.083,32234,1.0
0,0.083,32235,1.0
0,0.083,32236,1.0
0,0.083,32237,1.0
0,0.083,32238,1.0
0,0.083,32239,1.0
0,0.083,32240,1.0
0,0.083,32241,1.0
0,0.083,32242,1.0
0,0.083,32243,1.0
0,0.083,32244,1.0
0,0.083,32245,1.0
0,0.083,32246,1.0
0,0.083,32247,1.0
0,0.083,32248,1.0
0,0.083,32249,1.0
0,0.083,32250,1.0
0,0.083,32251,1.0
0,0.083,32252,1.0
0,0.083,32253,1.0
0,0.083,32254,1.0
0,0.083,32255,1.0
0,0.083,32256,1.0
0,0.083,32257,1.0
0,0.083,32258,1.0
0,0.083,32259,1.0
0,0.083,32260,1.0
0,0.083,32261,1.0
0,0.083,32262,1.0
0,0.083,32263,1.0
0,0.083,32264,1.0
0,0.083,32265,1.0
0,0.083,32266,1.0
0,0.083,32267,1.0
0,0.083,32268,1.0
0,0.083,32269,1.0
0,0.083,32270,1.0
0,0.083,32271,1.0
0,0.083,32272,1.0
0,0.083,32273,1.0
0,0.083,32274,1.0
0,0.083,32275,1.0
0,0.083,32276,1.0
0,0.083,32277,1.0
0,0.083,32278,1.0
0,0.083,32279,1.0
0,0.083,32280,1.0
0,0.083,32281,1.0
0,0.083,32282,1.0
0,0.083,32283,1.0
0,0.083,32284,1.0
0,0.083,32285,1.0
0,0.083,32286,1.0
0,0.083,32287,1.0
0,0.083,32288,1.0
0,0.107,32214,1.0010046291914558
0,0.107,32215,1.0010046291914558
0,0.107,32216,1.0010046291914558
0,0.107,32217,1.0010046291914558
0,0.107,32218,1.0010046291914558
0,0.107,32219,1.0010046291914558
0,0.107,32220,1.0010046291914558
0,0.107,32221,1.0010046291914558
0,0.107,32222,1.0010046291914558
0,0.107,32223,1.0010046291914558
0,0.107,32224,1.0010046291914558
0,0.107,32225,1.0010046291914558
0,0.107,32226,1.0010046291914558
0,0.107,32227,1.0010046291914558
0,0.107,32228,1.0010046291914558
0,0.107,32229,1.0010046291914558
0,0.107,32230,1.0010046291914558
0,0.107,32231,1.0010046291914558
0,0.107,32232,1.0010046291914558
0,0.107,32233,1.0010046291914558
0,0.107,32234,1.0010046291914558
0,0.107,32235,1.0010046291914558
0,0.107,32236,1.0010046291914558
0,0.107,32237,1.0010046291914558
0,0.107,32238,1.0010046291914558
0,0.107,32239,1.0010046291914558
0,0.107,32240,1.0010046291914558
0,0.107,32241,1.0010046291914558
0,0.107,32242,1.0010046291914558
0,0.107,32243,1.0010046291914558
0,0.107,32244,1.0010046291914558
0,0.107,32245,1.0010046291914558
0,0.107,32246,1.0010046291914558
0,0.107,32247,1.0010046291914558
0,0.107,32248,1.0010046291914558
0,0.107,32249,1.0010046291914558
0,0.107,32250,1.0010046291914558
0,0.107,32251,1.0010046291914558
0,0.107,32252,1.0010046291914558
0,0.107,32253,1.0010046291914558
0,0.107,32254,1.0010046291914558
0,0.107,32255,1.0010046291914558
0,0.107,32256,1.0010046291914558
0,0.107,32257,1.0010046291914558
0,0.107,32258,1.0010046291914558
0,0.107,32259,1.0010046291914558
0,0.107,32260,1.0010046291914558
0,0.107,32261,1.0010046291914558
0,0.107,32262,1.0010046291914558
0,0.107,32263,1.0010046291914558
0,0.107,32264,1.0010046291914558
0,0.107,32265,1.0010046291914558
0,0.107,32266,1.0010046291914558
0,0.107,32267,1.0010046291914558
0,0.107,32268,0.9633310345118612
0,0.107,32269,1.0010046291914558
0,0.107,32270,1.0010046291914558
0,0.107,32271,1.0010046291914558
0,0.107,32272,0.9633310345118612
0,0.107,32273,1.0010046291914558
0,0.107,32274,1.0010046291914558
0,0.107,32275,1.0010046291914558
0,0.107,32276,1.0010046291914558
0,0.107,32277,1.0010046291914558
0,0.107,32278,1.0010046291914558
0,0.107,32279,1.0010046291914558
0,0.107,32280,1.0010046291914558
0,0.107,32281,1.0010046291914558
0,0.107,32282,1.0010046291914558
0,0.107,32283,1.0010046291914558
0,0.107,32284,1.0010046291914558
0,0.107,32285,1.0010046291914558
0,0.107,32286,1.0010046291914558
0,0.107,32287,1.0010046291914558
0,0.107,32288,1.0010046291914558
0,0.132,32214,1.0033737360706334
0,0.132,32215,1.0033737360706334
0,0.132,32216,1.0033737360706334
0,0.132,32217,1.0033737360706334
0,0.132,32218,1.0033737360706334
0,0.132,32219,1.0033737360706334
0,0.132,32220,1.0033737360706334
0,0.132,32221,1.0033737360706334
0,0.132,32222,1.0033737360706334
0,0.132,32223,1.0033737360706334
0,0.132,32224,1.0033737360706334
0,0.132,32225,1.0033737360706334
0,0.132,32226,1.0033737360706334
0,0.132,32227,1.0033737360706334
0,0.132,32228,1.0033737360706334
0,0.132,32229,1.0033737360706334
0,0.132,32230,1.0033737360706334
0,0.132,32231,1.0033737360706334
0,0.132,32232,1.0033737360706334
0,0.132,32233,1.0033737360706334
0,0.132,32234,1.0033737360706334
0,0.132,32235,1.0033737360706334
0,0.132,32236,1.0033737360706334
0,0.132,32237,1.0033737360706334
0,0.132,32238,1.0033737360706334
0,0.132,32239,1.0033737360706334
0,0.132,32240,1.0033737360706334
0,0.132,32241,1.0033737360706334
0,0.132,32242,1.0033737360706334
0,0.132,32243,1.0033737360706334
0,0.132,32244,1.0033737360706334
0,0.132,32245,1.0033737360706334
0,0.132,32246,1.0033737360706334
0,0.132,32247,1.0033737360706334
0,0.132,32248,1.0033737360706334
0,0.132,32249,1.0033737360706334
0,0.132,32250,1.0033737360706334
0,0.132,32251,1.0033737360706334
0,0.132,32252,1.0033737360706334
0,0.132,32253,1.0033737360706334
0,0.132,32254,1.0033737360706334
0,0.132,32255,1.0033737360706334
0,0.132,32256,1.0033737360706334
0,0.132,32257,1.0033737360706334
0,0.132,32258,1.0033737360706334
0,0.132,32259,1.0033737360706334
0,0.132,32260,1.0033737360706334
0,0.132,32261,1.0033737360706334
0,0.132,32262,1.0033737360706334
0,0.132,32263,1.0033737360706334
0,0.132,32264,1.0033737360706334
0,0.132,32265,1.0033737360706334
0,0.132,32266,1.0033737360706334
0,0.132,32267,1.0033737360706334
0,0.132,32268,0.8768586334218792
0,0.132,32269,1.0033737360706334
0,0.132,32270,1.0033737360706334
0,0.132,32271,1.0033737360706334
0,0.132,32272,0.8768586334218792
0,0.132,32273,1.0033737360706334
0,0.132,32274,1.0033737360706334
0,0.132,32275,1.0033737360706334
0,0.132,32276,1.0033737360706334
0,0.132,32277,1.0033737360706334
0,0.132,32278,1.0033737360706334
0,0.132,32279,1.0033737360706334
0,0.132,32280,1.0033737360706334
0,0.132,32281,1.0033737360706334
0,0.132,32282,1.0033737360706334
0,0.132,32283,1.0033737360706334
0,0.132,32284,1.0033737360706334
0,0.132,32285,1.0033737360706334
0,0.132,32286,1.0033737360706334
0,0.132,32287,1.0033737360706334
0,0.132,32288,1.0033737360706334
0,0.156,32214,1.0065400824406041
0,0.156,32215,1.0065400824406041
0,0.156,32216,1.0065400824406041
0,0.156,32217,1.0065400824406041
0,0.156,32218,1.0065400824406041
0,0.156,32219,1.0065400824406041
0,0.156,32220,1.0065400824406041
0,0.156,32221,1.0065400824406041
0,0.156,32222,1.0065400824406041
0,0.156,32223,1.0065400824406041
0,0.156,32224,1.0065400824406041
0,0.156,32225,1.0065400824406041
0,0.156,32226,1.0065400824406041
0,0.156,32227,1.0065400824406041
0,0.156,32228,1.0065400824406041
0,0.156,32229,1.0065400824406041
0,0.156,32230,1.0065400824406041
0,0.156,32231,1.0065400824406041
0,0.156,32232,1.0065400824406041
0,0.156,32233,1.0065400824406041
0,0.156,32234,1.0065400824406041
0,0.156,32235,1.0065400824406041
0,0.156,32236,1.0065400824406041
0,0.156,32237,1.0065400824406041
0,0.156,32238,1.0065400824406041
0,0.156,32239,1.0065400824406041
0,0.156,32240,1.0065400824406041
0,0.156,32241,1.0065400824406041
0,0.156,32242,1.0065400824406041
0,0.156,32243,1.0065400824406041
0,0.156,32244,1.0065400824406041
0,0.156,32245,1.0065400824406041
0,0.156,32246,1.0065400824406041
0,0.156,32247,1.0065400824406041
0,0.156,32248,1.0065400824406041
0,0.156,32249,1.0065400824406041
0,0.156,32250,1.0065400824406041
0,0.156,32251,1.0065400824406041
0,0.156,32252,1.0065400824406041
0,0.156,32253,1.0065400824406041
0,0.156,32254,1.0065400824406041
0,0.156,32255,1.0065400824406041
0,0.156,32256,1.0065400824406041
0,0.156,32257,1.0065400824406041
0,0.156,32258,1.0065400824406041
0,0.156,32259,1.0065400824406041
0,0.156,32260,1.0065400824406041
0,0.156,32261,1.0065400824406041
0,0.156,32262,1.0065400824406041
0,0.156,32263,1.0065400824406041
0,0.156,32264,1.0065400824406041
0,0.156,32265,1.0065400824406041
0,0.156,32266,1.0065400824406041
0,0.156,32267,1.0065400824406041
0,0.156,32268,0.8207230734704705
0,0.156,32269,1.0065400824406041
0,0.156,32270,1.0065400824406041
0,0.156,32271,1.0065400824406041
0,0.156,32272,0.8207230734704705
0,0.156,32273,1.0065400824406041
0,0.156,32274,1.0065400824406041
0,0.156,32275,1.0065400824406041
0,0.156,32276,1.0065400824406041
0,0.156,32277,1.0065400824406041
0,0.156,32278,1.0065400824406041
0,0.156,32279,1.0065400824406041
0,0.156,32280,1.0065400824406041
0,0.156,32281,1.0065400824406041
0,0.156,32282,0.9471039998880834
0,0.156,32283,1.0065400824406041
0,0.156,32284,0.9471039998880834
0,0.156,32285,1.0065400824406041
0,0.156,32286,1.0065400824406041
0,0.156,32287,1.0065400824406041
0,0.156,32288,1.0065400824406041
0,0.181,32214,1.011257128445252
0,0.181,32215,1.011257128445252
0,0.181,32216,1.011257128445252
0,0.181,32217,1.011257128445252
0,0.181,32218,1.011257128445252
0,0.181,32219,1.011257128445252
0,0.181,32220,1.011257128445252
0,0.181,32221,1.011257128445252
0,0.181,32222,1.011257128445252
0,0.181,32223,1.011257128445252
0,0.181,32224,1.011257128445252
0,0.181,32225,1.011257128445252
0,0.181,32226,1.011257128445252
0,0.181,32227,1.011257128445252
0,0.181,32228,1.011257128445252
0,0.181,32229,1.011257128445252
0,0.181,32230,1.011257128445252
0,0.181,32231,1.011257128445252
0,0.181,32232,1.011257128445252
0,0.181,32233,1.011257128445252
0,0.181,32234,1.011257128445252
0,0.181,32235,1.011257128445252
0,0.181,32236,1.011257128445252
0,0.181,32237,1.011257128445252
0,0.181,32238,1.011257128445252
0,0.181,32239,1.011257128445252
0,0.181,32240,1.011257128445252
0,0.181,32241,0.9933084156155001
0,0.181,32242,1.011257128445252
0,0.181,32243,1.011257128445252
0,0.181,32244,1.011257128445252
0,0.181,32245,1.011257128445252
0,0.181,32246,1.011257128445252
0,0.181,32247,1.011257128445252
0,0.181,32248,1.011257128445252
0,0.181,32249,1.011257128445252
0,0.181,32250,1.011257128445252
0,0.181,32251,1.011257128445252
0,0.181,32252,1.011257128445252
0,0.181,32253,1.011257128445252
0,0.181,32254,1.0110626030430365
0,0.181,32255,1.0110626030430365
0,0.181,32256,1.011257128445252
0,0.181,32257,0.9933084156155001
0,0.181,32258,1.011257128445252
0,0.181,32259,1.011257128445252
0,0.181,32260,1.011257128445252
0,0.181,32261,1.011257128445252
0,0.181,32262,1.011257128445252
0,0.181,32263,1.011257128445252
0,0.181,32264,1.011257128445252
0,0.181,32265,1.011257128445252
0,0.181,32266,1.011257128445252
0,0.181,32267,1.011257128445252
0,0.181,32268,0.7787621442130652
0,0.181,32269,1.011257128445252
0,0.181,32270,1.011257128445252
0,0.181,32271,1.011257128445252
0,0.181,32272,0.7767244807402689
0,0.181,32273,0.9723761297952037
0,0.181,32274,1.011257128445252
0,0.181,32275,1.011257128445252
0,0.181,32276,1.011257128445252
0,0.181,32277,1.011257128445252
0,0.181,32278,1.011257128445252
0,0.181,32279,1.011257128445252
0,0.181,32280,1.011257128445252
0,0.181,32281,0.9623079552597804
0,0.181,32282,0.9091615384593468
0,0.181,32283,1.011257128445252
0,0.181,32284,0.9091615384593468
0,0.181,32285,1.011257128445252
0,0.181,32286,1.011257128445252
0,0.181,32287,1.011257128445252
0,0.181,32288,0.9623079552597804
0,0.205,32214,1.0131338876507237
0,0.205,32215,0.9977187643747708
0,0.205,32216,1.0131338876507237
0,0.205,32217,1.0131338876507237
0,0.205,32218,1.0131338876507237
0,0.205,32219,0.9977187643747708
0,0.205,32220,1.0131338876507237
0,0.205,32221,1.0131338876507237
0,0.205,32222,1.0131338876507237
0,0.205,32223,1.0131338876507237
0,0.205,32224,1.0131338876507237
0,0.205,32225,1.0131338876507237
0,0.205,32226,1.0131338876507237
0,0.205,32227,1.0131338876507237
0,0.205,32228,1.0131338876507237
0,0.205,32229,1.0131338876507237
0,0.205,32230,1.0131338876507237
0,0.205,32231,1.0131338876507237
0,0.205,32232,1.0131338876507237
0,0.205,32233,1.0131338876507237
0,0.205,32234,1.0131338876507237
0,0.205,32235,1.0131338876507237
0,0.205,32236,1.0131338876507237
0,0.205,32237,1.0131338876507237
0,0.205,32238,1.0131338876507237
0,0.205,32239,1.0131338876507237
0,0.205,32240,1.0131338876507237
0,0.205,32241,0.9704715993945262
0,0.205,32242,1.0131338876507237
0,0.205,32243,1.0131338876507237
0,0.205,32244,1.0131338876507237
0,0.205,32245,1.0131338876507237
0,0.205,32246,1.0131338876507237
0,0.205,32247,1.0131338876507237
0,0.205,32248,1.0131338876507237
0,0.205,32249,1.0131338876507237
0,0.205,32250,1.0131338876507237
0,0.205,32251,1.0131338876507237
0,0.205,32252,1.0131338876507237
0,0.205,32253,1.0078164094339699
0,0.205,32254,1.0076446577373794
0,0.205,32255,1.0129621359541334
0,0.205,32256,1.0131338876507237
0,0.205,32257,0.9972864875425037
0,0.205,32258,1.0131338876507237
0,0.205,32259,1.0131338876507237
0,0.205,32260,0.9863189995027464
0,0.205,32261,1.0131338876507237
0,0.205,32262,1.0131338876507237
0,0.205,32263,1.0131338876507237
0,0.205,32264,0.9942079906304108
0,0.205,32265,1.0131338876507237
0,0.205,32266,1.0131338876507237
0,0.205,32267,1.0131338876507237
0,0.205,32268,0.7648758707330414
0,0.205,32269,1.0027892222595818
0,0.205,32270,1.0131338876507237
0,0.205,32271,1.0131338876507237
0,0.205,32272,0.7630767629838895
0,0.205,32273,0.9684601454027096
0,0.205,32274,1.0131338876507237
0,0.205,32275,1.0131338876507237
0,0.205,32276,1.0131338876507237
0,0.205,32277,1.0131338876507237
0,0.205,32278,1.0131338876507237
0,0.205,32279,1.0131338876507237
0,0.205,32280,1.0131338876507237
0,0.205,32281,0.9699153493747703
0,0.205,32282,0.9229909521021924
0,0.205,32283,1.0131338876507237
0,0.205,32284,0.9229909521021924
0,0.205,32285,1.0131338876507237
0,0.205,32286,1.0131338876507237
0,0.205,32287,0.9942079906304108
0,0.205,32288,0.9699153493747703
0,0.229,32214,1.0131501310328945
0,0.229,32215,0.9993505665282206
0,0.229,32216,1.0131501310328945
0,0.229,32217,1.0131501310328945
0,0.229,32218,1.0131501310328945
0,0.229,32219,0.9993505665282206
0,0.229,32220,1.0131501310328945
0,0.229,32221,1.0131501310328945
0,0.229,32222,1.0131501310328945
0,0.229,32223,1.0131501310328945
0,0.229,32224,1.0131501310328945
0,0.229,32225,1.0131501310328945
0,0.229,32226,1.0131501310328945
0,0.229,32227,1.0131501310328945
0,0.229,32228,1.0094781659522438
0,0.229,32229,1.0131501310328945
0,0.229,32230,1.0131501310328945
0,0.229,32231,1.0131501310328945
0,0.229,32232,1.0131501310328945
0,0.229,32233,1.0131501310328945
0,0.229,32234,1.0131501310328945
0,0.229,32235,1.0131501310328945
0,0.229,32236,1.0131501310328945
0,0.229,32237,1.0131501310328945
0,0.229,32238,1.0131501310328945
0,0.229,32239,1.0131501310328945
0,0.229,32240,1.0131501310328945
0,0.229,32241,0.9749589996245083
0,0.229,32242,1.0131501310328945
0,0.229,32243,1.0131501310328945
0,0.229,32244,1.0131501310328945
0,0.229,32245,1.0131501310328945
0,0.229,32246,1.0131501310328945
0,0.229,32247,1.0131501310328945
0,0.229,32248,1.0131501310328945
0,0.229,32249,1.0131501310328945
0,0.229,32250,1.0131501310328945
0,0.229,32251,1.0131501310328945
0,0.229,32252,1.0131501310328945
0,0.229,32253,1.0083899431095993
0,0.229,32254,1.0082361915908173
0,0.229,32255,1.0129963795141128
0,0.229,32256,1.0131501310328945
0,0.229,32257,0.9989635938181126
0,0.229,32258,1.0131501310328945
0,0.229,32259,1.0131501310328945
0,0.229,32260,0.9891455368392902
0,0.229,32261,1.0131501310328945
0,0.229,32262,1.0094781659522438
0,0.229,32263,1.0131501310328945
0,0.229,32264,0.9962077341369806
0,0.229,32265,1.0062742985566253
0,0.229,32266,1.0062742985566253
0,0.229,32267,1.0131501310328945
0,0.229,32268,0.7731784806847225
0,0.229,32269,0.9799423352552052
0,0.229,32270,1.0131501310328945
0,0.229,32271,1.0131501310328945
0,0.229,32272,0.7715679257127743
0,0.229,32273,0.9492110655798394
0,0.229,32274,1.0131501310328945
0,0.229,32275,1.0131501310328945
0,0.229,32276,1.0131501310328945
0,0.229,32277,1.0131501310328945
0,0.229,32278,1.0131501310328945
0,0.229,32279,1.0131501310328945
0,0.229,32280,1.0131501310328945
0,0.229,32281,0.9744610465500544
0,0.229,32282,0.9324544900396678
0,0.229,32283,1.0131501310328945
0,0.229,32284,0.9324544900396678
0,0.229,32285,1.0131501310328945
0,0.229,32286,1.0131501310328945
0,0.229,32287,0.9962077341369806
0,0.229,32288,0.9744610465500544
0,0.254,32214,1.0139476836191823
0,0.254,32215,1.0015063439673304
0,0.254,32216,1.0139476836191823
0,0.254,32217,1.0139476836191823
0,0.254,32218,1.0139476836191823
0,0.254,32219,1.0015063439673304
0,0.254,32220,1.0139476836191823
0,0.254,32221,1.0139476836191823
0,0.254,32222,1.0139476836191823
0,0.254,32223,1.0139476836191823
0,0.254,32224,1.0139476836191823
0,0.254,32225,1.0139476836191823
0,0.254,32226,1.0139476836191823
0,0.254,32227,1.0139476836191823
0,0.254,32228,0.9821561948671504
0,0.254,32229,1.0139476836191823
0,0.254,32230,1.0139476836191823
0,0.254,32231,1.0139476836191823
0,0.254,32232,1.0102129584663624
0,0.254,32233,1.0102129584663624
0,0.254,32234,1.0088684297397368
0,0.254,32235,1.0139476836191823
0,0.254,32236,0.9984143353055004
0,0.254,32237,1.0139476836191823
0,0.254,32238,1.0139476836191823
0,0.254,32239,1.0139476836191823
0,0.254,32240,1.0139476836191823
0,0.254,32241,0.9795155218376059
0,0.254,32242,1.0139476836191823
0,0.254,32243,1.0139476836191823
0,0.254,32244,1.0139476836191823
0,0.254,32245,1.0139476836191823
0,0.254,32246,0.9959304561497183
0,0.254,32247,0.9959304561497183
0,0.254,32248,1.0139476836191823
0,0.254,32249,1.0139476836191823
0,0.254,32250,1.0139476836191823
0,0.254,32251,1.0139476836191823
0,0.254,32252,1.0139476836191823
0,0.254,32253,1.0096560181292822
0,0.254,32254,1.0095173996340026
0,0.254,32255,1.0138090651239025
0,0.254,32256,1.0139476836191823
0,0.254,32257,1.0011574591223904
0,0.254,32258,1.0078362148335351
0,0.254,32259,1.0139476836191823
0,0.254,32260,0.9923057463343976
0,0.254,32261,0.9984143353055004
0,0.254,32262,0.977076940987705
0,0.254,32263,1.0139476836191823
0,0.254,32264,0.9986728454728664
0,0.254,32265,1.007508413705695
0,0.254,32266,1.007508413705695
0,0.254,32267,1.0139476836191823
0,0.254,32268,0.7963478131377625
0,0.254,32269,0.9840083716778795
0,0.254,32270,1.0139476836191823
0,0.254,32271,1.0139476836191823
0,0.254,32272,0.7948957773559668
0,0.254,32273,0.956301833269774
0,0.254,32274,1.0139476836191823
0,0.254,32275,1.0139476836191823
0,0.254,32276,1.0139476836191823
0,0.254,32277,1.0139476836191823
0,0.254,32278,1.0078362148335351
0,0.254,32279,1.0139476836191823
0,0.254,32280,1.0139476836191823
0,0.254,32281,0.9790665798925272
0,0.254,32282,0.9411945269756827
0,0.254,32283,1.0139476836191823
0,0.254,32284,0.9411945269756827
0,0.254,32285,1.0139476836191823
0,0.254,32286,1.0139476836191823
0,0.254,32287,0.9986728454728664
0,0.254,32288,0.9790665798925272
0,0.278,32214,1.0155568276678473
0,0.278,32215,1.0041895605039248
0,0.278,32216,1.0155568276678473
0,0.278,32217,1.0155568276678473
0,0.278,32218,1.0155568276678473
0,0.278,32219,1.0041895605039248
0,0.278,32220,1.0155568276678473
0,0.278,32221,1.0155568276678473
0,0.278,32222,1.0155568276678473
0,0.278,32223,1.0155568276678473
0,0.278,32224,1.0155568276678473
0,0.278,32225,1.0155568276678473
0,0.278,32226,1.0155568276678473
0,0.278,32227,1.0155568276678473
0,0.278,32228,0.9535069468328485
0,0.278,32229,1.0155568276678473
0,0.278,32230,1.0155568276678473
0,0.278,32231,1.0155568276678473
0,0.278,32232,0.97011073164339
0,0.278,32233,0.97011073164339
0,0.278,32234,1.0041413707823519
0,0.278,32235,1.0155568276678473
0,0.278,32236,0.994521487440938
0,0.278,32237,1.0155568276678473
0,0.278,32238,1.0155568276678473
0,0.278,32239,1.0155568276678473
0,0.278,32240,1.0155568276678473
0,0.278,32241,0.984097226615615
0,0.278,32242,1.0155568276678473
0,0.278,32243,1.0155568276678473
0,0.278,32244,1.0155568276678473
0,0.278,32245,1.0155568276678473
0,0.278,32246,0.999095044296467
0,0.278,32247,0.999095044296467
0,0.278,32248,1.0155568276678473
0,0.278,32249,1.0155568276678473
0,0.278,32250,1.0155568276678473
0,0.278,32251,1.0155568276678473
